date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-12-04-21:19:30,linear <Lpoint> ,10000000,neighSearch,Circle,1,1000,5,1.01412,0.202825,0.203001,0.00311477,1
2024-12-04-21:19:31,linear <Lpoint> ,10000000,neighSearch,Cube,1,1000,5,0.530263,0.106053,0.105832,0.00478259,1
2024-12-04-21:19:32,linear <Lpoint> ,10000000,neighSearch,Square,1,1000,5,0.989245,0.197849,0.198559,0.0043331,1
2024-12-04-21:19:35,linear <Lpoint> ,10000000,neighSearch,Sphere,2.5,1000,5,2.70225,0.540449,0.546396,0.022729,1
2024-12-04-21:19:40,linear <Lpoint> ,10000000,neighSearch,Circle,2.5,1000,5,3.71866,0.743732,0.7358,0.0232461,1
2024-12-04-21:19:43,linear <Lpoint> ,10000000,neighSearch,Cube,2.5,1000,5,2.81788,0.563576,0.56387,0.0223674,1
2024-12-04-21:19:48,linear <Lpoint> ,10000000,neighSearch,Square,2.5,1000,5,3.95205,0.790409,0.801314,0.0408468,1
2024-12-04-21:19:59,linear <Lpoint> ,10000000,neighSearch,Sphere,5,1000,5,9.45916,1.89183,1.88403,0.0194171,1
2024-12-04-21:20:12,linear <Lpoint> ,10000000,neighSearch,Circle,5,1000,5,11.0731,2.21462,2.23775,0.0752658,1
2024-12-04-21:20:24,linear <Lpoint> ,10000000,neighSearch,Cube,5,1000,5,9.6659,1.93318,1.95995,0.106096,1
2024-12-04-21:20:38,linear <Lpoint> ,10000000,neighSearch,Square,5,1000,5,11.5064,2.30129,2.28686,0.0453962,1
2024-12-04-21:20:38,linear <Lpoint> ,10000000,numNeighSearch,Sphere,0.5,1000,5,0.142812,0.0285624,0.02892,0.00139572,1
2024-12-04-21:20:39,linear <Lpoint> ,10000000,numNeighSearch,Circle,0.5,1000,5,0.364521,0.0729041,0.0737434,0.00165432,1
2024-12-04-21:20:39,linear <Lpoint> ,10000000,numNeighSearch,Cube,0.5,1000,5,0.157255,0.031451,0.031549,0.000311473,1
2024-12-04-21:20:39,linear <Lpoint> ,10000000,numNeighSearch,Square,0.5,1000,5,0.370834,0.0741668,0.074666,0.00165276,1
2024-12-04-21:20:40,linear <Lpoint> ,10000000,numNeighSearch,Sphere,1,1000,5,0.504757,0.100951,0.0989626,0.00318607,1
2024-12-04-21:20:41,linear <Lpoint> ,10000000,numNeighSearch,Circle,1,1000,5,0.981053,0.196211,0.197011,0.00495648,1
2024-12-04-21:20:42,linear <Lpoint> ,10000000,numNeighSearch,Cube,1,1000,5,0.481124,0.0962247,0.0958454,0.00323161,1
2024-12-04-21:20:43,linear <Lpoint> ,10000000,numNeighSearch,Square,1,1000,5,0.959607,0.191921,0.191156,0.00668789,1
2024-12-04-21:20:46,linear <Lpoint> ,10000000,numNeighSearch,Sphere,2.5,1000,5,2.484,0.4968,0.490443,0.0187343,1
2024-12-04-21:20:50,linear <Lpoint> ,10000000,numNeighSearch,Circle,2.5,1000,5,3.48939,0.697878,0.703128,0.026556,1
2024-12-04-21:20:53,linear <Lpoint> ,10000000,numNeighSearch,Cube,2.5,1000,5,2.53172,0.506344,0.509645,0.0289927,1
2024-12-04-21:20:57,linear <Lpoint> ,10000000,numNeighSearch,Square,2.5,1000,5,3.31598,0.663196,0.665331,0.00953901,1
2024-12-04-21:21:06,linear <Lpoint> ,10000000,numNeighSearch,Sphere,5,1000,5,7.76721,1.55344,1.55581,0.0502254,1
2024-12-04-21:21:18,linear <Lpoint> ,10000000,numNeighSearch,Circle,5,1000,5,10.0904,2.01809,2.04668,0.0573445,1
2024-12-04-21:21:27,linear <Lpoint> ,10000000,numNeighSearch,Cube,5,1000,5,7.35399,1.4708,1.46346,0.0857701,1
2024-12-04-21:21:39,linear <Lpoint> ,10000000,numNeighSearch,Square,5,1000,5,9.23356,1.84671,1.81548,0.0666785,1
2024-12-04-21:21:40,pointer <Lpoint> sorted,10000000,neighSearch,Sphere,0.5,1000,5,0.163309,0.0326618,0.0325138,0.000308715,1
2024-12-04-21:21:41,pointer <Lpoint> sorted,10000000,neighSearch,Circle,0.5,1000,5,0.345097,0.0690194,0.0682346,0.00356373,1
2024-12-04-21:21:41,pointer <Lpoint> sorted,10000000,neighSearch,Cube,0.5,1000,5,0.159814,0.0319628,0.0320526,0.000566569,1
2024-12-04-21:21:41,pointer <Lpoint> sorted,10000000,neighSearch,Square,0.5,1000,5,0.375337,0.0750673,0.0742768,0.00179514,1
2024-12-04-21:21:42,pointer <Lpoint> sorted,10000000,neighSearch,Sphere,1,1000,5,0.507939,0.101588,0.102309,0.0072367,1
2024-12-04-21:21:43,pointer <Lpoint> sorted,10000000,neighSearch,Circle,1,1000,5,0.984995,0.196999,0.193072,0.00749595,1
2024-12-04-21:21:44,pointer <Lpoint> sorted,10000000,neighSearch,Cube,1,1000,5,0.521806,0.104361,0.10475,0.00579531,1
2024-12-04-21:21:45,pointer <Lpoint> sorted,10000000,neighSearch,Square,1,1000,5,0.961209,0.192242,0.190663,0.00332434,1
2024-12-04-21:21:48,pointer <Lpoint> sorted,10000000,neighSearch,Sphere,2.5,1000,5,2.68197,0.536394,0.539509,0.0169167,1
2024-12-04-21:21:53,pointer <Lpoint> sorted,10000000,neighSearch,Circle,2.5,1000,5,3.9057,0.781141,0.787382,0.0293268,1
2024-12-04-21:21:56,pointer <Lpoint> sorted,10000000,neighSearch,Cube,2.5,1000,5,2.76566,0.553132,0.538964,0.0255174,1
2024-12-04-21:22:01,pointer <Lpoint> sorted,10000000,neighSearch,Square,2.5,1000,5,4.01495,0.802991,0.796891,0.022033,1
2024-12-04-21:22:13,pointer <Lpoint> sorted,10000000,neighSearch,Sphere,5,1000,5,9.8108,1.96216,1.98164,0.0306652,1
2024-12-04-21:22:27,pointer <Lpoint> sorted,10000000,neighSearch,Circle,5,1000,5,12.0263,2.40525,2.41006,0.054518,1
2024-12-04-21:22:39,pointer <Lpoint> sorted,10000000,neighSearch,Cube,5,1000,5,10.0294,2.00588,1.99739,0.0511809,1
2024-12-04-21:22:54,pointer <Lpoint> sorted,10000000,neighSearch,Square,5,1000,5,12.513,2.50259,2.50227,0.0264385,1
2024-12-04-21:22:54,pointer <Lpoint> sorted,10000000,numNeighSearch,Sphere,0.5,1000,5,0.134872,0.0269743,0.0252907,0.00378829,1
2024-12-04-21:22:55,pointer <Lpoint> sorted,10000000,numNeighSearch,Circle,0.5,1000,5,0.381738,0.0763476,0.0777455,0.00300595,1
2024-12-04-21:22:55,pointer <Lpoint> sorted,10000000,numNeighSearch,Cube,0.5,1000,5,0.158013,0.0316026,0.0315282,0.000334188,1
2024-12-04-21:22:56,pointer <Lpoint> sorted,10000000,numNeighSearch,Square,0.5,1000,5,0.37478,0.074956,0.0749458,0.000561966,1
2024-12-04-21:22:56,pointer <Lpoint> sorted,10000000,numNeighSearch,Sphere,1,1000,5,0.495965,0.099193,0.0974237,0.00233333,1
2024-12-04-21:22:57,pointer <Lpoint> sorted,10000000,numNeighSearch,Circle,1,1000,5,0.998809,0.199762,0.201308,0.00899181,1
2024-12-04-21:22:58,pointer <Lpoint> sorted,10000000,numNeighSearch,Cube,1,1000,5,0.483426,0.0966851,0.0946604,0.00683164,1
2024-12-04-21:22:59,pointer <Lpoint> sorted,10000000,numNeighSearch,Square,1,1000,5,0.974529,0.194906,0.193774,0.00528713,1
2024-12-04-21:23:02,pointer <Lpoint> sorted,10000000,numNeighSearch,Sphere,2.5,1000,5,2.49541,0.499081,0.520171,0.0415279,1
2024-12-04-21:23:07,pointer <Lpoint> sorted,10000000,numNeighSearch,Circle,2.5,1000,5,3.66367,0.732734,0.730023,0.022896,1
