date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-12-04-13:19:33,linear <Lpoint> ,29697591,neighSearch,Circle,0.2,1000,5,1.43223,0.286445,0.288171,0.00296148,1
2024-12-04-13:19:35,linear <Lpoint> ,29697591,neighSearch,Cube,0.2,1000,5,0.874617,0.174923,0.176103,0.00269915,1
2024-12-04-13:19:36,linear <Lpoint> ,29697591,neighSearch,Square,0.2,1000,5,1.44195,0.28839,0.286665,0.00504769,1
2024-12-04-13:19:41,linear <Lpoint> ,29697591,neighSearch,Sphere,0.5,1000,5,4.02808,0.805615,0.801712,0.0117718,1
2024-12-04-13:19:48,linear <Lpoint> ,29697591,neighSearch,Circle,0.5,1000,5,5.66082,1.13216,1.13544,0.0281417,1
2024-12-04-13:19:53,linear <Lpoint> ,29697591,neighSearch,Cube,0.5,1000,5,4.07702,0.815404,0.820102,0.0103509,1
2024-12-04-13:20:00,linear <Lpoint> ,29697591,neighSearch,Square,0.5,1000,5,5.98584,1.19717,1.2132,0.0303819,1
2024-12-04-13:20:14,linear <Lpoint> ,29697591,neighSearch,Sphere,1,1000,5,11.297,2.25941,2.26829,0.0502714,1
2024-12-04-13:20:34,linear <Lpoint> ,29697591,neighSearch,Circle,1,1000,5,16.7079,3.34158,3.3258,0.0436005,1
2024-12-04-13:20:47,linear <Lpoint> ,29697591,neighSearch,Cube,1,1000,5,10.8641,2.17283,2.1503,0.0601141,1
2024-12-04-13:21:07,linear <Lpoint> ,29697591,neighSearch,Square,1,1000,5,16.4025,3.2805,3.2739,0.0218971,1
2024-12-04-13:21:07,linear <Lpoint> ,29697591,numNeighSearch,Sphere,0.1,1000,5,0.178398,0.0356797,0.0346821,0.00155319,1
2024-12-04-13:21:07,linear <Lpoint> ,29697591,numNeighSearch,Circle,0.1,1000,5,0.399631,0.0799263,0.0799752,0.000295353,1
2024-12-04-13:21:08,linear <Lpoint> ,29697591,numNeighSearch,Cube,0.1,1000,5,0.183473,0.0366946,0.036026,0.000902681,1
2024-12-04-13:21:08,linear <Lpoint> ,29697591,numNeighSearch,Square,0.1,1000,5,0.402347,0.0804693,0.0806539,0.00046478,1
